id,first_name,last_name,email,gender,date_of_birth,study,ganghood,sport,graduation_year
113-1884,Mab,BOWMER,mbowmer@uni.edu,Male,17/06/1998,Law,Kappa Xi,Basketball,2024
116-5910,Adriaens,LEPERE,alepere@uni.edu,Male,08/06/1996,Medicine,,,2022
117-6677,Tressa,ANERSEN,tanersen@uni.edu,Female,28/10/1997,Journalism,,Soccer,2024
119-1989,Cesaro,PUCKETT,cpuckett@uni.edu,Male,12/06/1997,Business Administration,,,2023
113-6751,Ambrose,BILAM,abilam@uni.edu,Male,21/02/1998,Litterature & Linguistics,,,2022
118-9930,Farley,CLEETON,fcleeton@uni.edu,Male,08/01/1997,IT,,Rowing,2024
114-3950,Burnard,MCILVENNA,bmcilvenna@uni.edu,Male,25/05/1998,Journalism,,Hockey,2024
111-3787,Lucina,MCKINIE,lmckinie@uni.edu,Female,22/03/1998,Biotechnology,Beta Mu,,2022
112-1915,Durant,DEVALL,ddevall@uni.edu,Bigender,24/04/1996,Physics,,,2024
119-3527,Fernanda,SERTIN,fsertin@uni.edu,Female,31/03/1996,Agronomy,,,2022
113-9292,Yoko,ZUM FELDE,yzumfelde@uni.edu,Male,06/06/1997,Law,,,2023
119-8443,Judy,CATCHPOLE,jcatchpole@uni.edu,Male,11/02/1996,Architecture,,Basketball,2024
118-6561,Marta,ANGROVE,mangrove@uni.edu,Male,13/01/1996,Mathematics,,,2023
117-8644,Ludovika,TOUROT,ltourot@uni.edu,Female,14/12/1998,Engineering,,Basketball,2024
115-1635,Gregorius,PAWSEY,gpawsey@uni.edu,Genderfluid,12/01/1996,Litterature & Linguistics,,Basketball,2023
111-7720,Felisha,STRUIJS,fstruijs@uni.edu,Polygender,30/08/1998,Tourism & Catering,,Soccer,2023
116-8038,Renell,WALLEGE,rwallege@uni.edu,Male,19/08/1997,Finance,,Swimming,2023
119-6799,Romona,MINSHULL,rminshull@uni.edu,Male,05/01/1996,Computer Science,,,2022
118-5189,Susanne,ECHELLE,sechelle@uni.edu,Female,09/01/1997,Litterature & Linguistics,,Rowing,2024
117-3518,Emile,LABBE,elabbe@uni.edu,Female,23/10/1996,Medicine,Nu Phi Lambda,Hockey,2024
119-1275,Andreana,RENTENBECK,arentenbeck@uni.edu,Male,15/05/1997,Biotechnology,,Football,2023
114-5578,Dewie,BOSMAN,dbosman@uni.edu,Female,19/05/1996,Computer Science,,,2024
114-7443,Lind,SHANKSTER,lshankster@uni.edu,Female,15/06/1996,Agronomy,Tau Picore,,2024
116-6499,Allie,GILLESON,agilleson@uni.edu,Male,15/05/1998,Psychology,,,2022
118-8893,Frank,BATHERSBY,fbathersby@uni.edu,Female,09/05/1998,Chemistry,,,2024
115-8645,Renaud,WICKLEN,rwicklen@uni.edu,Male,05/02/1996,Biotechnology,Tau Picore,,2022
113-9269,Oates,PERREN,operren@uni.edu,Male,15/09/1998,Architecture,,Football,2024
118-7955,Jeromy,JERDON,jjerdon@uni.edu,Male,18/03/1998,Gastronomy,Delta Magnus,,2022
114-5373,Julianne,IZAKSON,jizakson@uni.edu,Male,23/11/1998,Medicine,,,2022
111-8712,Archaimbaud,CHIEZE,achieze@uni.edu,Male,28/10/1996,Mathematics,,,2024
112-3736,Ellis,FEENY,efeeny@uni.edu,Genderfluid,14/05/1997,Gastronomy,,,2022
118-2631,Marylee,DE QUESNE,mdequesne@uni.edu,Female,01/02/1996,History,,,2023
118-4077,Kristen,BLANT,kblant@uni.edu,Female,06/01/1997,Medicine,,,2022
116-5925,Knox,GRUSZKA,kgruszka@uni.edu,Female,16/10/1996,Tourism & Catering,,Martial Arts,2022
119-3095,Dal,DILLAWAY,ddillaway@uni.edu,Male,27/01/1996,Litterature & Linguistics,Kappa Xi,,2022
118-5959,Walther,DEWANE,wdewane@uni.edu,Male,19/04/1997,Litterature & Linguistics,,,2022
118-5995,Armand,MACELHARGE,amacelharge@uni.edu,Male,10/11/1998,Gastronomy,Nu Phi Lambda,,2023
116-6708,Jermaine,SCRAMMAGE,jscrammage@uni.edu,Female,31/08/1996,Chemistry,,,2024
112-9900,Ashlee,MCGLOUGHLIN,amcgloughlin@uni.edu,Male,13/12/1997,Law,Zeta Omega,Soccer,2024
116-8858,Jakob,ZANARDII,jzanardii@uni.edu,Male,02/03/1998,Art & Culture,Zeta Omega,,2022
116-8258,Hobart,GREENHALGH,hgreenhalgh@uni.edu,Agender,14/03/1996,Chemistry,,,2022
118-9636,Buffy,REGIS,bregis@uni.edu,Male,02/06/1997,Law,,,2022
119-8278,Tiffanie,FERRICK,tferrick@uni.edu,Male,30/09/1998,Agronomy,,,2023
113-2164,Danny,LAPHAM,dlapham@uni.edu,Male,07/06/1997,Chemistry,,,2023
115-1079,Carol,PENNING,cpenning@uni.edu,Male,13/02/1997,Law,Epsilon,Soccer,2024
114-7100,Vassili,CALDICOT,vcaldicot@uni.edu,Female,04/08/1997,Business Administration,,,2024
111-2789,Jeffy,BATTABEE,jbattabee@uni.edu,Female,23/12/1996,IT,,,2024
111-8958,Leonie,JIRICK,ljirick@uni.edu,Female,15/11/1998,Gastronomy,,,2023
116-8589,Lyda,KILLSHAW,lkillshaw@uni.edu,Female,12/06/1996,Litterature & Linguistics,,Cheerleading,2023
119-5505,Jermain,RODLIFF,jrodliff@uni.edu,Female,13/06/1998,Chemistry,,,2023
117-8650,Mareah,DIGGENS,mdiggens@uni.edu,Female,09/07/1997,Chemistry,,,2024
117-6992,Cacilie,HOULISTON,chouliston@uni.edu,Male,15/01/1997,IT,,,2022
118-2797,Eldin,HUTCHASON,ehutchason@uni.edu,Male,25/09/1997,Agronomy,,,2024
116-8872,Germain,GAVAGAN,ggavagan@uni.edu,Genderqueer,26/08/1998,Engineering,,,2024
113-7446,Abran,PRESNAIL,apresnail@uni.edu,Male,13/04/1996,Medicine,,Basketball,2023
114-1134,Benton,TYRWHITT,btyrwhitt@uni.edu,Female,22/05/1998,Art & Culture,,,2024
114-2615,Camila,LINSEY,clinsey@uni.edu,Female,18/08/1997,Finance,,Gymnastics,2024
118-4261,Blakeley,RAWSTHORNE,brawsthorne@uni.edu,Male,12/03/1997,Engineering,,,2024
113-9568,Halimeda,ANDREJS,handrejs@uni.edu,Female,10/10/1998,Psychology,,,2022
118-3941,Ariella,MCILHERAN,amcilheran@uni.edu,Genderfluid,23/05/1996,Physics,,,2022
117-1031,Adlai,YOUHILL,ayouhill@uni.edu,Male,22/01/1996,Physics,Epsilon,,2024
116-6833,Alexei,PONTIN,apontin@uni.edu,Male,12/03/1996,Physics,,Swimming,2024
115-1504,Gladys,IVERSON,giverson@uni.edu,Male,04/11/1998,Chemistry,,Martial Arts,2022
111-1635,Gertrudis,PRIER,gprier@uni.edu,Female,19/07/1996,Computer Science,,,2022
119-2633,Halie,JANOUCH,hjanouch@uni.edu,Male,09/12/1998,Law,,Football,2023
111-9827,Morley,WISZNIEWSKI,mwiszniewski@uni.edu,Female,10/06/1997,Journalism,,Track & Field,2023
114-9139,Falkner,LOGSDALE,flogsdale@uni.edu,Male,11/10/1997,Physics,,,2024
111-3741,Sammy,HUYGEN,shuygen@uni.edu,Female,01/01/1998,Art & Culture,,,2022
118-7498,Marysa,RICKARDES,mrickardes@uni.edu,Male,08/08/1996,IT,,,2024
115-4465,Federica,DRAYE,fdraye@uni.edu,Male,28/08/1998,History,,,2024
114-7530,Minette,ROMANET,mromanet@uni.edu,Male,02/01/1998,IT,,,2022
112-5635,Shelby,OLIVEY,solivey@uni.edu,Male,20/02/1997,Architecture,,Gymnastics,2024
119-9524,Deonne,DASHPER,ddashper@uni.edu,Female,29/07/1997,Physics,,,2022
117-9126,Rois,GUISO,rguiso@uni.edu,Genderqueer,21/04/1997,Engineering,,Rowing,2022
112-1470,Griselda,SMALLACOMBE,gsmallacombe@uni.edu,Male,26/08/1997,Tourism & Catering,,,2023
115-5041,Poppy,DUNDIN,pdundin@uni.edu,Male,09/09/1998,Mathematics,,,2022
111-6567,Edsel,TURVEY,eturvey@uni.edu,Male,18/12/1998,Law,,,2023
113-9352,Emelina,GERMON,egermon@uni.edu,Female,22/04/1996,Journalism,,Volleyball,2024
117-8432,Jeff,MCCRIE,jmccrie@uni.edu,Female,01/08/1997,Agronomy,,Track & Field,2023
112-3033,Andi,DRAINS,adrains@uni.edu,Male,28/09/1996,Chemistry,,,2023
117-9310,Biddy,DURAND,bdurand@uni.edu,Male,26/08/1996,History,,,2024
116-4515,Samantha,SWAYNE,sswayne@uni.edu,Male,05/09/1996,Psychology,,Martial Arts,2023
118-2897,Waiter,BURCHFIELD,wburchfield@uni.edu,Male,19/11/1996,Gastronomy,,,2024
118-7950,Wain,WONHAM,wwonham@uni.edu,Male,19/04/1997,Agronomy,Zeta Omega,,2024
113-2825,Fianna,RISTE,friste@uni.edu,Polygender,19/04/1997,Agronomy,,Volleyball,2023
119-6058,Darn,WOOLFOOT,dwoolfoot@uni.edu,Female,18/01/1998,Tourism & Catering,,,2024
112-6528,Tybi,BETANCOURT,tbetancourt@uni.edu,Male,11/09/1996,Medicine,,,2022
115-2137,Betty,DERL,bderl@uni.edu,Bigender,01/06/1996,Physics,,,2024
118-5431,Daveta,KYNVIN,dkynvin@uni.edu,Male,22/06/1997,Biotechnology,,,2022
111-5298,Rolph,SZEPE,rszepe@uni.edu,Male,15/01/1996,IT,,,2024
119-6421,Lurlene,GUINNANE,lguinnane@uni.edu,Female,09/01/1997,Physics,,,2022
112-1827,Dulcy,MARZELLO,dmarzello@uni.edu,Female,12/06/1996,Medicine,,,2023
118-1865,Geri,GUNTON,ggunton@uni.edu,Genderfluid,05/12/1998,Engineering,,,2023
113-9267,Kingsley,LAVRICK,klavrick@uni.edu,Female,13/04/1997,Art & Culture,,Basketball,2022
113-8668,Cherida,MACGOWN,cmacgown@uni.edu,Female,20/06/1997,Mathematics,,,2022
111-8377,Blane,YELYASHEV,byelyashev@uni.edu,Male,21/02/1998,Computer Science,,,2022
115-3356,Katina,CRIPLE,kcriple@uni.edu,Female,16/03/1998,History,,,2023
119-1412,Berna,ARPINO,barpino@uni.edu,Female,23/10/1998,Chemistry,,Gymnastics,2022
116-8603,Celka,VEREKER,cvereker@uni.edu,Genderfluid,01/10/1996,Biotechnology,,,2024
111-8647,Barris,GALLAHUE,bgallahue@uni.edu,Female,24/12/1996,Gastronomy,,Swimming,2024
113-4259,Mufi,DUCKIT,mduckit@uni.edu,Female,06/01/1997,Medicine,,Gymnastics,2022
113-8213,Dwain,HADDY,dhaddy@uni.edu,Female,17/02/1997,Biotechnology,,,2022
118-6518,Patience,HENRI,phenri@uni.edu,Female,14/03/1997,Chemistry,,Hockey,2023
114-8194,Rowan,SURMEIR,rsurmeir@uni.edu,Female,18/10/1996,Litterature & Linguistics,,,2024
112-8769,Damon,LINDENBLUTH,dlindenbluth@uni.edu,Female,02/04/1996,Litterature & Linguistics,Tau Picore,,2022
116-8780,Trixy,JEARY,tjeary@uni.edu,Male,30/04/1998,Psychology,,Martial Arts,2024
116-5846,Zacharia,GROVIER,zgrovier@uni.edu,Female,01/12/1996,Chemistry,,,2022
117-6074,Dore,BRAIKENRIDGE,dbraikenridge@uni.edu,Bigender,23/02/1997,History,,Soccer,2024
119-7283,Collin,LEWARD,cleward@uni.edu,Female,14/03/1998,Art & Culture,Epsilon,,2023
114-6567,Lorena,GOSSAGE,lgossage@uni.edu,Female,12/10/1998,Litterature & Linguistics,,,2023
116-1976,Pietro,STRASE,pstrase@uni.edu,Female,06/03/1998,Agronomy,Epsilon,,2023
119-8920,Chris,KONZELMANN,ckonzelmann@uni.edu,Male,17/03/1997,Engineering,,Martial Arts,2023
114-4005,Ardelis,ADAMO,aadamo@uni.edu,Bigender,27/08/1997,Finance,,Tennis,2022
118-9084,Giffer,GILSTHORPE,ggilsthorpe@uni.edu,Male,30/09/1996,IT,,,2024
119-9037,Dene,LACKMANN,dlackmann@uni.edu,Female,18/04/1998,Litterature & Linguistics,,,2023
115-4652,Cora,QUIG,cquig@uni.edu,Female,28/02/1997,Chemistry,,Rowing,2023
114-6429,Kurt,WHITTY,kwhitty@uni.edu,Female,10/09/1997,Agronomy,,,2024
118-8024,Fee,STRIPPLING,fstrippling@uni.edu,Female,25/12/1998,Biotechnology,,,2023
116-1024,Amalle,MACKISSACK,amackissack@uni.edu,Female,14/10/1998,History,,Volleyball,2024
111-6538,Axel,CRAUFURD,acraufurd@uni.edu,Polygender,10/06/1998,Business Administration,,Cheerleading,2022
119-9795,Teodor,CRISTOFOLINI,tcristofolini@uni.edu,Female,02/06/1996,Biotechnology,,Cheerleading,2023
118-3128,Bennie,CELLER,bceller@uni.edu,Male,11/04/1997,IT,,,2024
119-3603,Rozele,DUREK,rdurek@uni.edu,Agender,14/05/1996,Psychology,,Track & Field,2024
111-5868,Emmalee,NELIUS,enelius@uni.edu,Female,31/08/1998,Architecture,,,2022
112-4147,Mellisa,LORNSEN,mlornsen@uni.edu,Male,10/04/1998,Litterature & Linguistics,,Football,2022
115-5317,Pippo,MATZL,pmatzl@uni.edu,Female,15/01/1997,Psychology,,,2022
114-1112,Lukas,ISAKOVIC,lisakovic@uni.edu,Female,03/12/1996,Art & Culture,,,2022
112-6206,Nathanael,FEWSTER,nfewster@uni.edu,Female,02/06/1998,Finance,,,2022
116-6674,Hertha,PLOTT,hplott@uni.edu,Female,13/03/1998,Chemistry,,,2024
119-1887,Nollie,GLASSCOE,nglasscoe@uni.edu,Male,11/10/1998,IT,Beta Mu,,2022
119-9167,Gunther,SWIGG,gswigg@uni.edu,Male,01/04/1998,Art & Culture,,,2022
111-5598,Kellen,LOADMAN,kloadman@uni.edu,Male,19/01/1996,Psychology,,,2024
115-3382,Adel,OGELSBY,aogelsby@uni.edu,Male,17/10/1996,Chemistry,,,2023
111-6748,Engelbert,VERGO,evergo@uni.edu,Male,27/07/1998,Chemistry,,Hockey,2024
114-2039,Errick,GAITER,egaiter@uni.edu,Female,24/04/1998,History,,,2023
115-4799,Callie,HAIRS,chairs@uni.edu,Female,03/04/1997,Chemistry,,,2023
119-7483,Drugi,DHENNIN,ddhennin@uni.edu,Male,06/10/1996,Medicine,,,2023
114-9337,Kerry,CASETTI,kcasetti@uni.edu,Female,29/06/1996,Engineering,,,2024
116-4129,Andra,JIMENEZ,ajimenez@uni.edu,Genderfluid,11/09/1996,Finance,,Swimming,2024
118-1651,Merwin,KINGABY,mkingaby@uni.edu,Bigender,24/04/1997,Computer Science,,Swimming,2024
117-9744,Darcy,WANKLIN,dwanklin@uni.edu,Female,27/05/1998,History,,,2022
111-8881,Nanon,TRAYES,ntrayes@uni.edu,Female,26/03/1997,History,,Tennis,2022
116-5978,Caron,WAITON,cwaiton@uni.edu,Male,17/06/1998,Biotechnology,Beta Mu,Track & Field,2023
113-6585,Maryanna,SAYBURN,msayburn@uni.edu,Male,18/08/1998,Mathematics,,Football,2024
117-7140,Virgilio,SIDARY,vsidary@uni.edu,Female,05/08/1997,Agronomy,Beta Mu,,2024
113-9359,Colleen,HACKINGE,chackinge@uni.edu,Male,13/01/1997,Biotechnology,,Basketball,2023
115-2138,Barrie,NIX,bnix@uni.edu,Male,09/01/1997,Chemistry,,Football,2023
112-9404,Gaylene,JAGGER,gjagger@uni.edu,Male,05/04/1997,Chemistry,,,2024
111-8539,Misty,THOMAZIN,mthomazin@uni.edu,Female,31/10/1998,Mathematics,,,2023
117-3411,Calhoun,CLIFFORTH,cclifforth@uni.edu,Female,19/08/1996,Mathematics,Tau Picore,Volleyball,2023
114-2353,Traver,BOULDON,tbouldon@uni.edu,Female,17/11/1997,Gastronomy,Tau Picore,Tennis,2024
118-7986,Imelda,O'SHIELS,ioshiels@uni.edu,Male,23/05/1997,Mathematics,,Football,2023
114-7093,Dalenna,LIND,dlind@uni.edu,Genderqueer,21/08/1998,Agronomy,,Volleyball,2022
115-9745,Marlo,GOSSIPIN,mgossipin@uni.edu,Female,01/10/1998,Medicine,,,2024
119-2539,Gav,HUMBY,ghumby@uni.edu,Male,29/11/1998,Engineering,,,2023
117-5855,Kristofer,MELLUISH,kmelluish@uni.edu,Male,08/05/1997,Biotechnology,,Football,2022
113-6828,Jodie,AVRAHAMOFF,javrahamoff@uni.edu,Female,16/05/1997,Chemistry,,,2024
119-4344,Melisandra,FOSDIKE,mfosdike@uni.edu,Female,26/08/1998,Psychology,,,2024
117-4920,Haroun,PLEUMAN,hpleuman@uni.edu,Male,24/09/1997,Medicine,,,2022
115-4754,Dougie,FOXLEY,dfoxley@uni.edu,Male,15/11/1996,Physics,,,2024
117-9987,Terrence,STUCKSBURY,tstucksbury@uni.edu,Female,26/07/1998,History,,Basketball,2023
111-9892,Rutledge,WANK,rwank@uni.edu,Female,02/11/1998,Architecture,,,2022
116-7008,Florinda,PHIBB,fphibb@uni.edu,Genderqueer,19/05/1996,Psychology,Delta Magnus,Track & Field,2024
117-4878,Merrie,TAKLE,mtakle@uni.edu,Male,01/05/1996,Chemistry,,,2023
117-7245,Carleen,WARDINGTON,cwardington@uni.edu,Female,02/08/1997,IT,,,2023
115-9127,Edd,BAVRIDGE,ebavridge@uni.edu,Female,02/10/1997,Psychology,,,2024
119-5217,Corina,DANSER,cdanser@uni.edu,Female,09/08/1996,Engineering,,,2022
113-1545,Stafani,DUNNING,sdunning@uni.edu,Male,09/03/1997,Chemistry,,,2022
119-9476,Gretta,WILLIMONT,gwillimont@uni.edu,Female,08/06/1996,Psychology,,,2024
112-6816,Reta,MCCARL,rmccarl@uni.edu,Male,28/10/1996,History,Kappa Xi,,2022
118-4764,Charline,MCGEOCH,cmcgeoch@uni.edu,Female,27/05/1997,Medicine,,,2022
116-5302,Arluene,TAGGERTY,ataggerty@uni.edu,Female,16/10/1997,History,,Swimming,2024
111-9457,Kerianne,COWSBY,kcowsby@uni.edu,Male,03/06/1996,Art & Culture,Beta Mu,Tennis,2022
116-5094,Chaddie,WHIFE,cwhife@uni.edu,Female,26/12/1996,Physics,,Gymnastics,2023
113-5550,Max,MITCHELL,mmitchell@uni.edu,Female,05/07/1997,Medicine,,Rowing,2023
113-3639,Jozef,DULTON,jdulton@uni.edu,Male,01/02/1998,Gastronomy,,Football,2023
114-6461,Jaime,ERICSSON,jericsson@uni.edu,Female,28/09/1996,Tourism & Catering,,,2022
119-9995,Rosabella,POGG,rpogg@uni.edu,Male,02/07/1997,Computer Science,,,2023
113-5014,Clerc,ROEBY,croeby@uni.edu,Female,03/07/1997,Psychology,,Cheerleading,2023
111-5689,Brennen,SHEREBROOKE,bsherebrooke@uni.edu,Female,13/06/1997,Psychology,,Gymnastics,2023
114-2500,Gisella,LARCIER,glarcier@uni.edu,Female,19/02/1998,Litterature & Linguistics,,Hockey,2023
112-2147,Sapphira,EDINBURGH,sedinburgh@uni.edu,Male,01/07/1996,Mathematics,,,2024
117-9207,Wilton,CARPMILE,wcarpmile@uni.edu,Female,28/01/1996,Journalism,,,2022
119-9592,Evvie,TREGEAR,etregear@uni.edu,Female,11/04/1997,IT,,Cheerleading,2023
111-2120,Thaddeus,COVOLINI,tcovolini@uni.edu,Agender,05/08/1996,Law,Zeta Omega,,2022
117-1170,Fitzgerald,CHOMICZ,fchomicz@uni.edu,Male,04/10/1998,IT,,Hockey,2022
119-2559,Carlynn,MUMM,cmumm@uni.edu,Male,20/11/1997,Biotechnology,,,2024
114-2671,Eldredge,SOMMER,esommer@uni.edu,Male,02/05/1997,IT,,,2024
115-1996,Freida,FLAG,fflag@uni.edu,Female,25/02/1998,Medicine,,Hockey,2022
116-8084,Marice,BEST,mbest@uni.edu,Male,01/08/1996,Law,,,2022
112-4147,Sonny,ACKERLEY,sackerley@uni.edu,Female,01/02/1997,Psychology,,,2022
112-1476,Benjy,LAMMIN,blammin@uni.edu,Male,26/09/1997,Art & Culture,,,2023
113-9120,Karole,ROUGHAN,kroughan@uni.edu,Male,14/06/1996,Biotechnology,,,2022
114-5066,Elbert,GADAULT,egadault@uni.edu,Female,15/03/1997,Computer Science,,Tennis,2022
112-1206,Salome,COLDWELL,scoldwell@uni.edu,Male,29/08/1996,Agronomy,,,2023
113-6696,Tedmund,BAGOTT,tbagott@uni.edu,Male,22/06/1997,Chemistry,,,2024
111-7902,Elisha,UCCELI,eucceli@uni.edu,Female,02/02/1997,Psychology,Kappa Xi,,2023
117-8820,Susie,SHILLABER,sshillaber@uni.edu,Female,13/02/1998,Agronomy,,,2022
119-8634,Ignatius,TOMCZYKIEWICZ,itomczykiewicz@uni.edu,Male,02/02/1996,Biotechnology,,,2024
112-6898,Clim,FERRIDAY,cferriday@uni.edu,Female,17/04/1998,Law,,Rowing,2024
117-8261,Gleda,LANNEY,glanney@uni.edu,Female,24/02/1996,Finance,,,2024
111-1279,Ardelis,BREWERS,abrewers@uni.edu,Female,30/01/1996,Litterature & Linguistics,,,2024
111-2967,Gregorius,GISBYE,ggisbye@uni.edu,Female,01/02/1996,Tourism & Catering,,,2023
114-5146,Johna,FIDELL,jfidell@uni.edu,Female,08/02/1996,Medicine,,,2023
118-5639,Mile,RUSTICH,mrustich@uni.edu,Female,04/05/1997,Tourism & Catering,,,2024
113-5425,Harv,SIMISTER,hsimister@uni.edu,Female,03/03/1996,Architecture,,Hockey,2024
118-6934,Loella,FEATONBY,lfeatonby@uni.edu,Male,21/06/1998,Biotechnology,Epsilon,,2024
115-5238,Kerry,LISAMORE,klisamore@uni.edu,Female,16/04/1997,History,,,2023
115-3358,Ashlan,STAGGE,astagge@uni.edu,Male,19/10/1996,History,,,2022
112-3603,Pauly,GILLEON,pgilleon@uni.edu,Male,28/01/1997,Biotechnology,,,2022
116-8817,Ana,CAZALET,acazalet@uni.edu,Female,22/01/1998,Litterature & Linguistics,,,2023
116-6291,Renelle,BECKEY,rbeckey@uni.edu,Male,09/02/1997,Psychology,,,2023
115-3920,Dillon,MALLENDER,dmallender@uni.edu,Male,22/02/1997,Chemistry,,Basketball,2022
118-1916,Lily,CHALLONER,lchalloner@uni.edu,Male,25/04/1996,Journalism,,,2023
111-7527,Ignacio,MCKEEVER,imckeever@uni.edu,Male,19/01/1996,History,,Football,2022
118-8312,Bobby,SALLARIE,bsallarie@uni.edu,Male,22/09/1996,Mathematics,,,2022
111-1726,Ginger,RUDIGER,grudiger@uni.edu,Female,10/12/1997,Medicine,Nu Phi Lambda,Cheerleading,2024
116-8871,Chester,RAITHBY,craithby@uni.edu,Female,08/03/1997,Tourism & Catering,,,2024
113-5164,Jone,OSMANT,josmant@uni.edu,Female,07/01/1998,Chemistry,,,2024
116-4050,Malinde,LUNDBECH,mlundbech@uni.edu,Female,03/06/1998,Physics,,,2022
118-6200,Gannie,SAWELL,gsawell@uni.edu,Male,25/10/1996,Physics,,Soccer,2023
111-8062,Diann,HELLINGS,dhellings@uni.edu,Male,16/04/1998,Computer Science,,Track & Field,2022
111-4784,Alyse,BUZZING,abuzzing@uni.edu,Male,15/09/1997,Biotechnology,,,2022
119-3320,Lisha,BRAVERY,lbravery@uni.edu,Female,12/07/1998,Law,,,2024
116-6778,Maure,BROWNLOW,mbrownlow@uni.edu,Female,02/12/1997,Journalism,,,2022
114-3197,Fleming,NISBITH,fnisbith@uni.edu,Female,05/03/1997,Journalism,,Soccer,2024
118-8326,Heida,MILROY,hmilroy@uni.edu,Female,14/05/1998,Medicine,,,2022
119-6772,Shaine,PIDGLEY,spidgley@uni.edu,Male,03/11/1997,Biotechnology,,,2023
114-2933,Benjie,ROBART,brobart@uni.edu,Male,22/01/1997,Biotechnology,,Track & Field,2024
118-5054,Reid,PARHAM,rparham@uni.edu,Male,26/01/1996,Physics,,,2024
115-1017,Der,CARGENVEN,dcargenven@uni.edu,Female,10/11/1997,Law,,,2024
118-7309,Rainer,YEGOREV,ryegorev@uni.edu,Female,19/05/1998,History,,,2022
111-3325,Coreen,JOBIN,cjobin@uni.edu,Male,08/07/1998,Agronomy,,Soccer,2024
117-8053,Moe,POLEYKETT,mpoleykett@uni.edu,Male,11/11/1997,Mathematics,,Football,2023
118-6638,Wernher,HELD,wheld@uni.edu,Female,25/11/1998,Medicine,,Volleyball,2024
113-8092,Antonie,EDWICK,aedwick@uni.edu,Male,01/12/1996,Medicine,,,2022
115-8722,Bonnie,CANEDO,bcanedo@uni.edu,Male,03/12/1997,History,,Football,2024
113-5825,Sallyann,TARBET,starbet@uni.edu,Genderqueer,24/09/1997,History,,,2022
117-3710,Merla,RENNARD,mrennard@uni.edu,Female,21/11/1997,Finance,,,2024
114-8190,Julietta,MINCHELL,jminchell@uni.edu,Male,03/02/1996,Agronomy,,,2023
118-1391,Jaime,CHISMON,jchismon@uni.edu,Non-binary,31/12/1998,Art & Culture,,Soccer,2022
113-5752,Raine,SPINKS,rspinks@uni.edu,Male,07/07/1997,IT,,,2024
114-3028,Rodger,BONIFACE,rboniface@uni.edu,Male,18/04/1998,Gastronomy,,Football,2023
119-4729,Bobbie,STINSON,bstinson@uni.edu,Male,13/10/1996,Law,,Rowing,2024
115-9183,Ines,BLAS,iblas@uni.edu,Male,27/07/1996,Tourism & Catering,,,2022
116-7045,Elijah,WASBEY,ewasbey@uni.edu,Male,10/01/1998,Mathematics,,,2023
115-4700,Elisabeth,ALLINGHAM,eallingham@uni.edu,Male,26/02/1998,Gastronomy,,,2022
111-8027,Annamarie,REEDS,areeds@uni.edu,Polygender,26/11/1998,Mathematics,,,2024
113-1807,Dode,COSSTICK,dcosstick@uni.edu,Female,26/02/1997,History,,Rowing,2024
112-2463,Aidan,CAWSTON,acawston@uni.edu,Male,26/10/1998,Physics,,Martial Arts,2022
112-5750,Rowland,LASSETER,rlasseter@uni.edu,Male,22/01/1998,Psychology,,Soccer,2022
117-1104,Zena,GIBBE,zgibbe@uni.edu,Female,23/09/1997,Tourism & Catering,,Cheerleading,2024
117-9221,Pauline,ROOKESBY,prookesby@uni.edu,Male,24/09/1998,Chemistry,,,2023
113-2800,Emery,GELLAN,egellan@uni.edu,Female,28/11/1998,Litterature & Linguistics,,,2023
111-2863,Glenn,O'SHEERYNE,gosheeryne@uni.edu,Male,30/07/1997,Mathematics,,,2023
117-7736,Cecilla,POWER,cpower@uni.edu,Female,07/10/1998,Finance,,,2023
116-2077,Katherine,FRANSSEN,kfranssen@uni.edu,Male,10/06/1996,Engineering,,,2023
112-3407,Kristien,BROCKIE,kbrockie@uni.edu,Male,23/07/1998,Architecture,,,2022
112-5651,Irena,HOVE,ihove@uni.edu,Male,10/07/1997,Medicine,,,2022
116-8863,Culver,FILYAKOV,cfilyakov@uni.edu,Male,29/09/1997,Tourism & Catering,,Basketball,2023
111-1779,Ashien,GROGOR,agrogor@uni.edu,Male,12/11/1998,Business Administration,,,2024
111-2829,Griz,FORBES,gforbes@uni.edu,Male,16/01/1997,IT,,,2024
118-7312,Willetta,GEORGE,wgeorge@uni.edu,Male,11/05/1996,Engineering,,,2023
114-4258,Dmitri,MALLABY,dmallaby@uni.edu,Male,06/02/1997,Computer Science,,,2024
111-8246,Sheela,TARBORN,starborn@uni.edu,Male,09/06/1997,Business Administration,,,2024
117-6030,Griff,KINLOCK,gkinlock@uni.edu,Male,22/02/1998,Biotechnology,,,2022
112-7563,Helene,KRABBE,hkrabbe@uni.edu,Female,30/07/1996,Chemistry,,,2024
117-6271,Sydney,ATKINSON,satkinson@uni.edu,Female,03/06/1997,History,,,2022
119-6726,Kelcey,MANGHAM,kmangham@uni.edu,Female,03/07/1996,Chemistry,,,2023
118-6574,Melisenda,GENN,mgenn@uni.edu,Female,25/07/1996,Finance,,Cheerleading,2023
115-5321,Rolfe,DYNE,rdyne@uni.edu,Female,11/12/1997,Medicine,,Hockey,2022
111-7490,Russ,VENN,rvenn@uni.edu,Bigender,18/05/1998,Chemistry,,Basketball,2023
116-2740,Frazier,RENDLE,frendle@uni.edu,Male,07/04/1998,Engineering,,,2022
